Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,NumCompaniesWorked,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_catagorical
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,25952,Y,No,13,4,3,5079.0,4.0,3.0,2.0,3.0,3.0,7,7.0,0.0,7.0,Low
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,10322,Y,Yes,22,1,3,2321.0,0.0,3.0,0.0,3.0,0.5,3,2.0,1.0,2.0,Low
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,38,3,4,Manager,3,Single,20489,Y,No,11,4,3,16581.0,1.0,3.0,0.0,3.0,2.0,10,8.0,6.0,0.0,High
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,11479,Y,Yes,20,3,3,2404.0,6.0,3.0,0.0,3.0,4.5,0,0.0,0.0,0.0,Low
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,17241,Y,No,18,1,3,3452.0,3.0,3.0,0.0,3.0,4.0,3,2.0,0.0,2.0,Low
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,11005,Y,No,14,4,3,2270.0,3.0,3.0,2.0,3.0,2.0,5,3.0,0.0,2.0,Low
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,6615,Y,No,22,3,2,16581.0,8.5,3.0,1.0,3.0,1.0,5,4.0,1.0,3.0,High
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,2,Married,20161,Y,Yes,13,1,3,5488.0,1.0,3.0,1.0,3.0,2.0,6,5.0,1.0,2.0,Low
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,1,Male,64,3,5,Research Director,3,Divorced,3735,Y,No,17,2,4,16581.0,2.0,3.0,1.0,3.0,2.0,18,14.5,0.0,11.0,High
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,12086,Y,No,14,2,3,2811.0,8.5,3.0,1.0,3.0,2.0,2,2.0,2.0,2.0,Low
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,14039,Y,Yes,15,3,3,3633.0,1.0,3.0,1.0,3.0,2.0,9,8.0,0.0,8.0,Low
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,8571,Y,Yes,17,3,3,4163.0,1.0,3.0,0.0,3.0,0.5,9,0.0,0.0,7.0,Low
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,11539,Y,Yes,11,2,3,2132.0,4.0,3.0,0.0,3.0,2.0,5,2.0,0.0,1.0,Low
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,4161,Y,Yes,18,4,3,13973.0,3.0,3.0,1.0,3.0,2.0,12,11.0,1.0,5.0,High
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,Male,66,3,1,Research Scientist,3,Married,12127,Y,No,17,2,2,2684.0,0.0,3.0,1.0,3.0,0.5,2,1.0,0.0,2.0,Low
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,24208,Y,No,13,2,3,10845.0,6.0,3.0,1.0,3.0,3.0,8,7.0,0.0,7.0,High
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,24117,Y,No,15,2,3,4377.0,1.0,3.0,2.0,3.0,4.5,4,2.0,3.0,2.0,Low
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,10074,Y,Yes,24,4,1,3743.0,1.0,3.0,1.0,3.0,2.0,4,2.0,0.0,2.0,Low
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,11275,Y,No,12,3,3,4148.0,1.0,3.0,1.0,3.0,1.0,4,3.0,0.0,3.0,Low
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,2,Male,73,3,1,Research Scientist,4,Single,13493,Y,No,15,4,3,1051.0,1.0,3.0,0.0,3.0,2.0,0,0.0,0.0,0.0,Low
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,3,Female,56,3,3,Manufacturing Director,3,Married,13943,Y,No,11,3,3,10739.0,8.0,3.0,1.0,3.0,2.0,10,7.0,0.0,8.0,High
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,6975,Y,Yes,11,3,2,10388.0,1.0,3.0,1.0,3.0,3.0,16,10.0,7.5,1.0,High
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,17802,Y,Yes,12,3,2,11416.0,0.0,3.0,2.5,3.0,4.0,8,7.0,1.0,7.0,High
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,Female,98,2,1,Research Scientist,1,Single,18275,Y,Yes,15,1,3,2600.0,1.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,Low
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,25725,Y,No,17,1,3,2422.0,0.0,3.0,0.0,3.0,3.0,3,2.0,1.0,2.0,Low
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,3334,Y,No,12,2,3,5472.0,1.0,3.0,0.0,3.0,2.0,8,7.0,1.0,3.0,Low
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married,6881,Y,No,15,1,2,2451.0,1.0,3.0,1.0,3.0,3.0,4,3.0,1.0,1.0,Low
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,13119,Y,No,13,4,3,4240.0,2.0,3.0,0.0,3.0,0.5,2,2.0,2.0,2.0,Low
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,22245,Y,No,14,2,3,10999.0,7.0,3.0,0.0,3.0,3.0,15,11.0,4.0,8.0,High
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,Single,23371,Y,No,14,2,3,5003.0,6.0,3.0,0.0,3.0,4.5,2,2.0,2.0,1.0,Low
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,7060,Y,No,16,3,3,12742.0,1.0,3.0,1.0,3.0,3.0,18,6.0,7.5,8.0,High
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4658,Y,No,18,2,3,4227.0,0.0,3.0,1.0,3.0,2.0,3,2.0,2.0,2.0,Low
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,9541,Y,No,20,1,2,3917.0,1.0,3.0,1.0,3.0,4.0,3,2.0,1.0,2.0,Low
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,5,Manager,3,Married,7770,Y,No,13,2,4,16581.0,6.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,High
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,20165,Y,No,18,2,3,2380.0,4.0,3.0,0.0,3.0,4.5,1,0.0,0.0,0.0,Low
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,Single,21829,Y,Yes,13,1,3,13726.0,3.0,3.0,0.0,3.0,4.0,5,3.0,4.0,3.0,High
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,14382,Y,No,15,1,1,4777.0,5.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,Low
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2,Healthcare Representative,2,Married,12992,Y,Yes,14,4,3,6385.0,3.0,3.0,2.0,3.0,3.0,8,7.0,6.0,7.0,High
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,20284,Y,No,22,2,3,16581.0,1.0,3.0,2.0,3.0,3.0,18,14.5,5.0,10.0,High
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,4981,Y,Yes,12,3,3,6861.0,8.0,3.0,0.0,3.0,1.0,1,0.0,0.0,0.0,High
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,21813,Y,No,18,4,3,4969.0,8.0,3.0,0.0,3.0,4.5,2,2.0,2.0,2.0,Low
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,25846,Y,No,15,4,3,16581.0,1.0,3.0,1.0,3.0,3.0,18,14.0,6.0,9.0,High
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,11737,Y,Yes,18,3,3,13320.0,3.0,3.0,1.0,3.0,2.0,12,11.0,7.5,11.0,High
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,24920,Y,No,12,1,3,6347.0,0.0,3.0,1.0,3.0,3.0,18,7.0,0.0,13.0,Low
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,8269,Y,No,16,3,3,2743.0,1.0,3.0,0.0,3.0,1.0,17,13.0,7.5,14.0,Low
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,5083,Y,Yes,13,3,3,10880.0,1.0,3.0,0.0,3.0,2.0,18,6.0,2.0,8.0,High
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,21437,Y,No,19,4,2,2342.0,0.0,3.0,0.0,3.0,2.0,2,2.0,2.0,2.0,Low
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,5404,Y,No,13,2,4,16581.0,3.0,3.0,1.0,3.0,4.0,9,3.0,1.0,1.0,High
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,11135,Y,No,12,2,3,4025.0,8.5,3.0,0.0,3.0,2.0,8,7.0,7.0,7.0,Low
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,12278,Y,No,11,4,2,9725.0,0.0,3.0,1.0,3.0,2.0,15,1.0,0.0,9.0,High
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4,Married,11038,Y,Yes,14,3,1,11904.0,3.0,3.0,1.0,3.0,1.0,6,4.0,0.0,4.0,High
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,8318,Y,No,16,1,3,2177.0,1.0,3.0,0.0,3.0,3.0,6,3.0,0.0,4.0,Low
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,23537,Y,No,12,1,3,7525.0,2.0,3.0,1.0,3.0,2.0,15,7.0,6.0,12.0,High
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,7858,Y,No,14,2,2,4834.0,7.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,Low
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,15346,Y,Yes,14,2,3,2042.0,6.0,3.0,1.0,3.0,2.0,3,2.0,1.0,2.0,Low
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,18410,Y,Yes,19,4,3,2220.0,1.0,3.0,1.0,3.0,2.0,1,1.0,0.0,0.0,Low
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,23384,Y,No,22,2,3,1052.0,1.0,3.0,0.0,3.0,4.5,1,0.0,0.0,0.0,Low
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2997,Y,No,16,1,3,2821.0,3.0,3.0,1.0,3.0,2.0,2,2.0,2.0,2.0,Low
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,12853,Y,Yes,11,4,2,16581.0,2.0,3.0,1.0,3.0,2.0,8,1.0,7.0,7.0,High
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,13848,Y,No,15,1,2,4107.0,3.0,3.0,0.0,3.0,3.0,4,3.0,0.0,1.0,Low
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,Married,22217,Y,No,14,2,2,8396.0,1.0,3.0,1.0,3.0,3.0,7,7.0,7.0,5.0,High
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,25265,Y,No,13,3,3,2007.0,1.0,3.0,2.0,3.0,4.5,5,3.0,1.0,3.0,Low
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,21445,Y,No,17,4,3,16581.0,8.5,3.0,2.0,3.0,0.5,2,2.0,2.0,2.0,High
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,8392,Y,No,11,2,3,10686.0,6.0,3.0,1.0,3.0,4.0,9,4.0,7.0,0.0,High
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,12154,Y,No,19,2,3,2942.0,2.0,3.0,1.0,3.0,4.0,5,4.0,0.0,3.0,Low
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,15669,Y,No,11,2,2,8858.0,0.0,3.0,0.0,3.0,2.0,14,8.0,7.0,8.0,High
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,17323,Y,No,15,2,4,16581.0,7.0,3.0,0.0,3.0,3.0,9,7.0,6.0,2.0,High
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,5268,Y,No,13,3,3,10798.0,5.0,3.0,1.0,3.0,4.5,1,0.0,0.0,0.0,High
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,17205,Y,Yes,14,2,3,2323.0,1.0,3.0,0.0,3.0,3.0,2,2.0,0.0,2.0,Low
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,17258,Y,No,13,1,2,1416.0,1.0,3.0,0.0,3.0,4.5,1,0.0,1.0,0.0,Low
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,21029,Y,Yes,23,1,3,4615.0,8.0,3.0,2.5,3.0,2.0,16,13.0,1.0,7.0,Low
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,10332,Y,Yes,12,3,4,2461.0,8.5,3.0,2.5,3.0,2.0,10,0.0,2.0,7.0,Low
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,12355,Y,No,12,1,2,8722.0,1.0,3.0,0.0,3.0,2.0,10,7.0,1.0,9.0,High
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,11141,Y,No,16,1,3,3955.0,1.0,3.0,2.0,3.0,2.0,5,3.0,1.0,3.0,Low
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9096,Y,No,15,3,2,9957.0,0.0,3.0,1.0,3.0,1.0,6,2.0,0.0,2.0,High
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,18863,Y,No,13,3,3,3376.0,1.0,3.0,0.0,3.0,3.0,10,6.0,0.0,8.0,Low
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,24608,Y,No,18,1,2,8823.0,0.0,3.0,1.0,3.0,4.0,18,9.0,1.0,9.0,High
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,26542,Y,No,20,4,3,10322.0,4.0,3.0,1.0,3.0,4.5,11,10.0,7.5,1.0,High
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,5869,Y,No,19,4,3,4621.0,1.0,3.0,2.5,3.0,4.0,3,2.0,1.0,2.0,Low
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,15813,Y,No,18,2,3,10976.0,3.0,3.0,1.0,3.0,4.0,3,2.0,1.0,2.0,High
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,7909,Y,No,13,4,4,3660.0,3.0,3.0,0.0,3.0,4.0,8,7.0,1.0,7.0,Low
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,2326,Y,No,14,4,3,10482.0,8.5,3.0,1.0,3.0,1.0,18,6.0,3.0,6.0,High
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,21214,Y,No,15,3,3,7119.0,4.0,3.0,1.0,3.0,2.0,3,2.0,1.0,2.0,High
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,10333,Y,Yes,22,1,3,9582.0,0.0,3.0,0.0,3.0,2.0,8,7.0,4.0,7.0,High
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,3129,Y,No,22,2,3,4508.0,1.0,3.0,0.0,3.0,4.0,13,7.0,3.0,8.0,Low
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,22482,Y,No,16,4,2,2207.0,1.0,3.0,1.0,3.0,4.5,4,2.0,2.0,2.0,Low
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,22266,Y,No,17,3,2,7756.0,0.0,3.0,0.0,3.0,1.0,6,2.0,0.0,4.0,High
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,24223,Y,Yes,14,3,3,6694.0,2.0,3.0,2.5,3.0,4.5,1,0.0,0.0,0.0,High
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,4605,Y,Yes,15,2,4,3691.0,1.0,3.0,1.0,3.0,3.0,7,7.0,5.0,6.0,Low
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373,Y,No,20,3,2,2377.0,1.0,3.0,1.0,3.0,0.5,1,1.0,0.0,0.0,Low
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2993,Y,Yes,20,2,3,2313.0,4.0,3.0,0.0,3.0,0.5,2,2.0,2.0,2.0,Low
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,14399,Y,No,17,4,3,16581.0,0.0,3.0,1.0,3.0,3.0,18,6.0,7.5,7.0,High
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,7160,Y,No,15,1,3,2596.0,1.0,3.0,2.0,3.0,2.0,1,0.0,0.0,0.0,Low
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,17251,Y,Yes,14,4,3,4728.0,3.0,3.0,0.0,3.0,4.0,0,0.0,0.0,0.0,Low
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,13401,Y,No,17,3,3,4302.0,0.0,3.0,1.0,3.0,3.0,3,2.0,0.0,2.0,Low
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,22478,Y,No,17,4,3,2979.0,3.0,3.0,2.5,3.0,2.0,0,0.0,0.0,0.0,Low
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16154,Y,No,22,3,2,16581.0,2.0,3.0,0.0,3.0,3.0,5,4.0,2.0,1.0,High
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,17970,Y,No,13,4,3,5593.0,1.0,3.0,1.0,3.0,2.0,15,10.0,4.0,12.0,Low
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,15322,Y,No,19,4,3,10445.0,7.0,3.0,0.0,3.0,4.0,8,6.0,4.0,0.0,High
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,5569,Y,Yes,14,2,3,8740.0,0.0,3.0,2.0,3.0,2.0,8,7.0,2.0,7.0,High
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,26968,Y,No,22,1,3,2514.0,4.0,3.0,1.0,3.0,1.0,7,5.0,1.0,7.0,Low
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,8039,Y,No,17,2,2,7655.0,0.0,3.0,2.5,3.0,3.0,9,7.0,1.0,7.0,High
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,15596,Y,No,12,4,3,16581.0,3.0,3.0,1.0,3.0,3.0,12,9.0,4.0,9.0,High
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,20619,Y,No,16,3,3,7351.0,7.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,High
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,11535,Y,No,11,3,3,10820.0,8.0,3.0,1.0,3.0,1.0,8,7.0,0.0,1.0,High
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,13547,Y,No,11,4,3,12169.0,7.0,3.0,2.5,3.0,4.0,18,7.0,7.5,5.0,High
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,17544,Y,No,14,1,4,16581.0,1.0,3.0,0.0,3.0,2.0,18,7.0,4.0,9.0,High
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,25326,Y,Yes,11,3,4,2070.0,1.0,3.0,0.0,3.0,4.5,2,2.0,2.0,2.0,Low
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,8770,Y,No,15,3,2,6782.0,8.5,3.0,0.0,3.0,2.0,5,4.0,0.0,3.0,High
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,23238,Y,No,20,1,3,7779.0,2.0,3.0,0.0,3.0,0.5,11,9.0,0.0,9.0,High
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,21981,Y,No,12,1,3,2791.0,0.0,3.0,1.0,3.0,4.0,2,2.0,2.0,2.0,Low
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,19911,Y,No,17,1,1,3201.0,0.0,3.0,0.0,3.0,2.0,5,3.0,0.0,4.0,Low
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,18500,Y,No,11,4,3,4968.0,1.0,3.0,1.0,3.0,3.0,5,2.0,0.0,2.0,Low
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,11879,Y,No,17,2,3,13120.0,6.0,3.0,1.0,3.0,3.0,9,8.0,2.0,3.0,High
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,15834,Y,No,11,4,2,4033.0,2.0,3.0,0.0,3.0,3.0,3,2.0,0.0,2.0,Low
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,17940,Y,No,14,4,2,3291.0,0.0,3.0,2.0,3.0,2.0,7,5.0,1.0,1.0,Low
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,9558,Y,No,19,1,3,4272.0,4.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,Low
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,17689,Y,Yes,15,3,2,5056.0,1.0,3.0,1.0,3.0,2.0,10,7.0,1.0,2.0,Low
